company_name,website_url,label
"Midas",https://www.midas.com,0
"Firestone Complete Auto Care",https://www.firestonecompleteautocare.com,0
"U-Haul",https://www.uhaul.com,0
"PODS",https://www.pods.com,0
"Two Men and a Truck",https://www.twomenandatruck.com,0
"College Hunks Hauling Junk",https://www.collegehunkshaulingjunk.com,0
"Budget Blinds",https://budgetblinds.com,0
"Southland Electric",https://www.southlandelectricinc.com,1
"Tru-Duct, INC.",https://www.tru-duct.com,1
"WP Electric & Communications",https://www.wpelectric.com,1
"Option One Solar",https://www.optiononesolar.com,1
"Safeway Electric",https://www.safewayelectric.com,1
"Fire Detection Unlimited",https://www.firedetect.com,1
"Trasom Fire and Security",https://www.trasomfire.com,1
"OmniDuct",https://www.omniduct.com,1
"REE Mechanical Inc.",https://www.reehvac.net,1
"Infinite Circulation Inc.",https://www.infinitecirculation.com,1
"Veteran Air",https://www.veteranair.com,1
"West Coast Heating Air Solar",https://www.westcoastheatingairsolar.com,1
"Design Heating and Air Conditioning",https://www.designheatair.com,1
"Leed Mechanical",https://www.leedmechanical.net,1
"Cal Empire Engineering",https://www.calempire.com,1
"Southland HVAC & Construction",https://www.southlandhvac.com,1
"Modern Air Mechanical",https://www.modernair.biz,1
"California Industrial",https://www.caindustrial.com,1
"Fuse Service: HVAC, Refrigeration, Electrical & Plumbing",https://www.fuseservice.com,1
"I.C. Refrigeration, Inc.",https://www.icceres.com,1
"Sacramento Refrigeration Inc.",https://www.sacrefrig.com,1
"TNT Industrial Contractors, Inc.",https://www.tntindustrial.com,1
"ABCO Mechanical Contractors",https://www.abcoair.com,1
"Estes Commercial Refrigeration",https://www.estesrefrigeration.com,1
"Superior Mechanical Services, Inc.",https://www.superiormsi.com,1
"Solace Enterprises, Inc.",https://www.solace-ent.com,1
"Thermal Mechanical, Inc.",https://www.thermalmech.com,1
"TDI REFRIGERATION LLC",https://www.tdirefrigeration.com,1
"Hansen Cold Storage Construction",https://www.hansencold.com,1
"Heat Transfer Equipment Company, INC.",https://www.htecompany.com,0
"Wright Sales Company",https://www.wrightsales.net,0
"M. Brady & Associates, Inc.",https://www.mbrady.com,0
